District,State,Year,Crops,Season,Soil_Type,Irrigation,Rainfall,Temperature,Area,Yield,Production,Fertilizer_kg_per_ha,Nitrogen,Phosphorus,Potassium,Humidity,Soil_pH,Crop_Category,Previous_Yield,Yield_Change,Rainfall_Distribution,Rainfall_Score,Weather_Forecast,Weather_Score,Soil_Fertility_Index,WSI_raw,Humidity_Factor,Irrigation_Factor,Season_Factor,Temp_Factor,Rainfall_Factor,Water_Stress_Index,Water_Stress_Level,Yield_Efficiency
Bargarh,Odisha,2018,Groundnut,Kharif,Loamy,Canal,939.0,34.2,39094.0,2.622960045019696,102542.0,99.8,359.4,190.5,209.1,61.1,7.39,Oilseed,2.18,0.3299999999999996,Moderate,2,Hot & Dry,1,0.5764530999649015,0.0363829787234042,1.0,0.95,0.9,1.0,1.0,0.0311074468085106,Medium Stress,1.1096659320834852
Bargarh,Odisha,2019,Groundnut,Kharif,Red,Canal,950.0,34.5,35848.0,1.8655991966079,66878.0,155.0,257.2,244.0,149.7,60.8,6.14,Oilseed,2.51,-0.7499999999999998,Moderate,2,Hot & Dry,1,0.3990500796925715,0.0362776025236593,1.0,0.95,0.9,1.0,1.0,0.0310173501577287,Medium Stress,0.8311316991770181
Bargarh,Odisha,2020,Groundnut,Kharif,Laterite,Canal,800.0,35.9,17131.0,1.2254976358648064,20994.0,138.4,163.3,195.5,207.8,53.6,6.01,Oilseed,1.76,-0.6200000000000001,Moderate,2,Hot & Dry,1,0.2527715663311943,0.0448189762796504,1.0,0.95,0.9,1.15,1.0,0.0440682584269662,Medium Stress,0.6434120251893323
Bargarh,Odisha,2021,Groundnut,Kharif,Red,Tube Well,956.0,30.5,17473.0,2.049218794711841,35806.0,124.4,199.1,287.2,188.8,54.3,5.98,Oilseed,1.14,0.74,Moderate,2,Hot & Dry,1,0.4024368863059699,0.0318704284221525,1.0,0.85,0.9,1.0,1.0,0.0243808777429467,Medium Stress,1.1959686583492377
Bargarh,Odisha,2022,Groundnut,Kharif,Loamy,Rainfed,1405.0,35.3,23056.0,2.3094639139486466,53247.0,78.1,310.5,221.9,246.0,73.7,7.0,Oilseed,1.88,0.2099999999999999,Good,3,Cool & Wet,4,0.5232179287275067,0.0251066856330014,1.0,1.2,0.9,1.15,1.0,0.0311825035561877,Medium Stress,1.2407177623907697
Bargarh,Odisha,2023,Groundnut,Kharif,Sandy,Tube Well,810.0,37.6,31621.0,1.735998229025015,54894.0,143.9,119.4,196.5,147.8,63.1,6.45,Oilseed,2.09,-0.5399999999999998,Moderate,2,Hot & Dry,1,0.2181897482214017,0.0463625154130702,1.0,0.85,0.9,1.15,1.0,0.0407874229346485,Medium Stress,0.8545147383962673
Bargarh,Odisha,2024,Groundnut,Kharif,Red,Tube Well,996.0,34.0,36952.0,2.156500324745616,79687.0,138.4,216.3,233.1,232.5,55.4,6.0,Oilseed,1.55,0.3499999999999998,Moderate,2,Hot & Dry,1,0.4534865727490293,0.0341023069207622,1.0,0.85,0.9,1.0,1.0,0.0260882647943831,Medium Stress,1.0431377177643508
Bargarh,Odisha,2025,Groundnut,Kharif,Loamy,Tube Well,948.0,34.5,21378.0,2.299981289175788,49169.0,97.9,277.5,300.0,293.5,40.7,7.36,Oilseed,1.9,0.1,Moderate,2,Hot & Dry,1,0.7041347995851606,0.0363540569020021,1.15,0.85,0.9,1.0,1.0,0.0319824815595363,Medium Stress,1.1142456725776486
Bargarh,Odisha,2015,Rice,Kharif,Red,Tube Well,842.0,34.9,87145.0,2.3199954099489357,202176.0,204.9,224.5,221.8,150.5,45.4,6.87,Cereal,3.196,-0.8760000000000003,Moderate,2,Hot & Dry,1,0.3415965328829366,0.0413997627520759,1.15,0.85,0.9,1.0,1.0,0.0364214412811387,Medium Stress,1.0
Bargarh,Odisha,2016,Rice,Kharif,Red,Rainfed,1259.0,29.6,133621.0,3.2378518346667065,432645.0,137.5,163.9,147.5,140.8,59.2,5.73,Cereal,2.32,0.8700000000000001,Good,3,Balanced,3,0.1854104915363391,0.0234920634920634,1.0,1.2,0.9,1.0,1.0,0.0253714285714285,Medium Stress,1.1651460330448946
Bargarh,Odisha,2017,Rice,Kharif,Loamy,Canal,915.0,37.1,149598.0,3.4092969157341675,510024.0,143.0,291.6,208.0,229.5,49.6,6.11,Cereal,3.19,0.1200000000000001,Moderate,2,Hot & Dry,1,0.5350185021773901,0.0405021834061135,1.15,0.95,0.9,1.15,1.0,0.0457973376091703,Medium Stress,1.1405962215291865
Bargarh,Odisha,2018,Rice,Kharif,Red,Tube Well,873.0,33.7,144040.0,2.2781033046376007,328138.0,218.5,219.9,223.1,166.0,50.2,6.73,Cereal,3.31,-1.13,Moderate,2,Hot & Dry,1,0.3488817641239394,0.038558352402746,1.0,0.85,0.9,1.0,1.0,0.0294971395881006,Medium Stress,0.7657273847022287
Bargarh,Odisha,2019,Rice,Kharif,Alluvial,Rainfed,1064.0,37.2,86136.0,3.4450055725828923,296739.0,93.3,236.8,164.0,165.7,70.2,7.75,Cereal,2.18,1.0699999999999998,Moderate,2,Balanced,3,0.3208624220286716,0.0349295774647887,1.0,1.2,0.9,1.15,1.0,0.0433825352112676,Medium Stress,1.1316861024421176
Bargarh,Odisha,2020,Rice,Kharif,Laterite,Canal,800.0,30.7,92640.0,3.2357512953367875,299760.0,210.1,161.2,159.2,126.4,51.2,6.19,Cereal,3.25,-0.2400000000000002,Moderate,2,Hot & Dry,1,0.1660943093252728,0.0383270911360799,1.0,0.95,0.9,1.0,1.0,0.0327696629213483,Medium Stress,1.083536711036696
Bargarh,Odisha,2021,Rice,Kharif,Loamy,Canal,1099.0,33.2,133630.0,4.697897178777221,627780.0,168.3,361.6,249.2,253.7,60.2,6.16,Cereal,3.01,1.2999999999999998,Moderate,2,Balanced,3,0.6602956797419166,0.0301818181818181,1.0,0.95,0.9,1.0,1.0,0.0258054545454545,Medium Stress,1.2386079652736175
Bargarh,Odisha,2022,Rice,Kharif,Red,Rainfed,1538.0,35.0,125303.0,2.9613975722847816,371072.0,235.7,163.5,126.3,145.8,82.3,5.35,Cereal,4.31,-1.6299999999999994,Good,3,Cool & Wet,4,0.107295846492102,0.0227420402858999,0.85,1.2,0.9,1.0,0.9,0.0187894736842105,Low Stress,0.8154341596188935
Bargarh,Odisha,2023,Rice,Kharif,Loamy,Tube Well,938.0,34.6,114136.0,3.696003013948272,421847.0,194.1,428.5,300.0,248.4,61.2,6.69,Cereal,2.68,0.6199999999999997,Moderate,2,Hot & Dry,1,0.8373032291829202,0.0368477103301384,1.0,0.85,0.9,1.0,1.0,0.0281884984025559,Medium Stress,0.9764613197560463
Bargarh,Odisha,2024,Rice,Kharif,Red,Rainfed,1032.0,32.0,101767.0,5.005345544233396,509379.0,187.7,144.4,150.2,166.1,67.3,6.62,Cereal,3.3,1.1100000000000003,Moderate,2,Balanced,3,0.2109024615391437,0.0309777347531461,1.0,1.2,0.9,1.0,1.0,0.0334559535333978,Medium Stress,1.287521520636892
Bargarh,Odisha,2025,Rice,Kharif,Red,Canal,959.0,37.7,153218.0,3.9444973828140295,604368.0,124.9,243.5,228.9,181.8,60.3,6.99,Cereal,4.41,-0.98,Moderate,2,Hot & Dry,1,0.3981625027869911,0.0392708333333333,1.0,0.95,0.9,1.15,1.0,0.038613046875,Medium Stress,0.9357612138923743
Bargarh,Odisha,2015,Sugarcane,Kharif,Loamy,Canal,800.0,32.5,7733.0,53.960041381094015,417273.0,290.7,363.3,235.5,193.3,52.5,7.45,Cash Crop,70.562,-16.601999999999997,Moderate,2,Hot & Dry,1,0.5333319167398298,0.0405742821473158,1.0,0.95,0.9,1.0,1.0,0.034691011235955,Medium Stress,1.0
Bargarh,Odisha,2016,Sugarcane,Kharif,Red,Rainfed,1412.0,32.5,13536.0,77.20087174940899,1044991.0,350.0,173.8,153.5,167.5,94.4,5.8,Cash Crop,53.96,22.1,Good,3,Cool & Wet,4,0.1963120294418469,0.0230007077140835,0.85,1.2,0.9,1.0,1.0,0.0211146496815286,Medium Stress,1.1771932644688952
Bargarh,Odisha,2017,Sugarcane,Kharif,Loamy,Canal,900.0,28.6,6408.0,88.49765917602996,567093.0,307.3,354.8,192.9,194.3,42.4,7.04,Cash Crop,76.06,9.86,Moderate,2,Hot & Dry,1,0.5278785975173707,0.0317425083240843,1.15,0.95,0.9,1.0,1.0,0.0312108213096559,Medium Stress,1.2086620373622163
Bargarh,Odisha,2018,Sugarcane,Kharif,Red,Tube Well,874.0,31.4,7045.0,61.63406671398155,434212.0,350.0,255.2,287.2,171.8,50.5,6.5,Cash Crop,85.92,-26.940000000000005,Moderate,2,Hot & Dry,1,0.4287688779510622,0.0358857142857142,1.0,0.85,0.9,1.0,1.0,0.0274525714285714,Medium Stress,0.8133554187210051
Bargarh,Odisha,2019,Sugarcane,Kharif,Loamy,Rainfed,1201.0,32.4,13128.0,68.31703229737964,896866.0,350.0,242.7,217.3,162.2,77.7,6.87,Cash Crop,58.98,5.470000000000006,Good,3,Balanced,3,0.367866915012138,0.0269550748752079,1.0,1.2,0.9,1.0,1.0,0.0291114808652246,Medium Stress,0.9382113159751928
Bargarh,Odisha,2020,Sugarcane,Kharif,Red,Tube Well,800.0,28.1,6136.0,61.371740547588004,376577.0,350.0,207.0,213.0,186.4,42.9,6.9,Cash Crop,64.45,-7.359999999999999,Moderate,2,Hot & Dry,1,0.3441691301649157,0.0350811485642946,1.15,0.85,0.9,1.0,1.0,0.0308626404494382,Medium Stress,0.9623274569162747
Bargarh,Odisha,2021,Sugarcane,Kharif,Laterite,Rainfed,1202.0,26.6,12473.0,94.05612122183918,1173162.0,350.0,145.2,108.7,154.0,74.2,5.37,Cash Crop,57.09,29.200000000000003,Good,3,Balanced,3,0.0796642308089117,0.0221113881961762,1.0,1.2,0.9,1.0,1.0,0.0238802992518703,Medium Stress,1.261116437281766
Bargarh,Odisha,2022,Sugarcane,Kharif,Red,Rainfed,1253.0,28.3,12208.0,94.86426933158585,1158103.0,350.0,173.2,163.9,120.1,64.5,6.62,Cash Crop,86.29,-0.4400000000000119,Good,3,Balanced,3,0.1982370193839569,0.0225677830940988,1.0,1.2,0.9,1.0,1.0,0.0243732057416267,Medium Stress,1.1370425699875537
Bargarh,Odisha,2023,Sugarcane,Kharif,Laterite,Tube Well,969.0,32.3,10745.0,88.9392275476966,955652.0,334.3,176.7,185.0,150.3,46.8,5.42,Cash Crop,85.85,-6.439999999999998,Moderate,2,Hot & Dry,1,0.1719064782263867,0.0332989690721649,1.15,0.85,0.9,1.0,1.0,0.0292947680412371,Medium Stress,0.9602607405369233
Bargarh,Odisha,2024,Sugarcane,Kharif,Laterite,Tube Well,984.0,36.7,9372.0,65.38732394366197,612810.0,350.0,167.4,130.9,125.2,42.7,6.07,Cash Crop,79.41,-21.799999999999997,Moderate,2,Hot & Dry,1,0.1911917609094787,0.0372588832487309,1.15,0.85,0.9,1.15,1.0,0.0376952779187817,Medium Stress,0.7871958171780465
Bargarh,Odisha,2025,Sugarcane,Kharif,Red,Canal,972.0,37.9,10417.0,56.419026591149084,587717.0,350.0,145.4,230.5,131.6,57.5,6.41,Cash Crop,57.61,-8.549999999999997,Moderate,2,Hot & Dry,1,0.2529747747279982,0.0389516957862281,1.0,0.95,0.9,1.15,1.0,0.0382992548818088,Medium Stress,0.8031346674670558
Bhadrak,Odisha,2015,Black gram,Rabi,Loamy,Canal,1274.0,31.7,17163.0,1.250014566218027,21454.0,22.3,339.9,235.9,210.8,64.4,6.39,Pulse,1.0639999999999998,0.1860000000000001,Good,3,Balanced,3,0.5220830153633459,0.0248627450980392,1.0,0.95,1.0,1.0,1.0,0.0236196078431372,Medium Stress,1.0
Bhadrak,Odisha,2016,Black gram,Kharif,Alluvial,Rainfed,1800.0,26.1,11561.0,1.106392180607214,12791.0,20.0,175.3,116.8,106.1,95.0,6.77,Pulse,1.25,-0.1599999999999999,Heavy,4,Cool & Wet,4,0.1690086858462838,0.0144919489172681,0.85,1.2,0.9,1.0,0.9,0.0119732481954469,Low Stress,0.9390502570049445
Bhadrak,Odisha,2017,Black gram,Rabi,Alluvial,Canal,1218.0,27.4,11804.0,1.369874618773297,16170.0,43.2,268.0,181.4,231.2,88.5,6.89,Pulse,1.09,0.24,Good,3,Balanced,3,0.4348778467915472,0.0224774405250205,0.85,0.95,1.0,1.0,1.0,0.018150533223954,Low Stress,1.102875347594633
Bhadrak,Odisha,2018,Black gram,Kharif,Alluvial,Rainfed,1536.0,27.6,15939.0,0.8464771943032813,13492.0,23.0,253.1,112.1,153.2,89.3,6.29,Pulse,1.33,-0.52,Good,3,Cool & Wet,4,0.2605773829160242,0.0179570592062459,0.85,1.2,0.9,1.0,0.9,0.0148361223162003,Low Stress,0.7642573691313722
Bhadrak,Odisha,2019,Black gram,Kharif,Red,Rainfed,1501.0,30.6,13982.0,1.2508224860534973,17489.0,42.3,153.3,120.9,143.6,91.3,5.15,Pulse,0.81,0.3699999999999999,Good,3,Cool & Wet,4,0.0862877209129088,0.0203728362183755,0.85,1.2,0.9,1.0,0.9,0.0168320372836218,Low Stress,1.0822840545114785
Bhadrak,Odisha,2020,Black gram,Rabi,Alluvial,Canal,1099.0,29.2,12515.0,0.9889732321214543,12377.0,32.4,342.0,152.0,187.6,67.0,6.78,Pulse,1.18,-0.2599999999999999,Moderate,2,Balanced,3,0.4532794550799821,0.0265454545454545,1.0,0.95,1.0,1.0,1.0,0.0252181818181818,Medium Stress,0.961327718092814
Bhadrak,Odisha,2021,Black gram,Kharif,Loamy,Rainfed,1497.0,27.1,11435.0,1.3080017490161784,14957.0,20.0,222.0,186.4,150.8,85.9,5.77,Pulse,0.92,0.2799999999999999,Good,3,Cool & Wet,4,0.2660119395002981,0.0180907877169559,0.85,1.2,0.9,1.0,1.0,0.0166073431241655,Low Stress,1.1060398129646498
Bhadrak,Odisha,2022,Black gram,Kharif,Sandy,Rainfed,1800.0,29.3,15690.0,0.9945188017845762,15604.0,49.7,111.6,80.0,105.9,92.4,6.37,Pulse,1.2,-0.2999999999999999,Heavy,4,Cool & Wet,4,0.0537657116372381,0.0162687395891171,0.85,1.2,0.9,1.0,0.9,0.0134412326485285,Low Stress,0.9064444905938448
Bhadrak,Odisha,2023,Black gram,Kharif,Alluvial,Rainfed,1505.0,26.9,10136.0,1.422355958958169,14417.0,23.6,167.5,157.0,124.6,95.0,6.53,Pulse,0.9,0.37,Good,3,Cool & Wet,4,0.1992739782856208,0.0178618857901726,0.85,1.2,0.9,1.0,0.9,0.0147574900398406,Low Stress,1.1455595549798976
Bhadrak,Odisha,2024,Black gram,Kharif,Alluvial,Rainfed,1682.0,27.6,13161.0,0.7831471772661652,10307.0,26.6,156.6,136.9,111.3,89.9,6.17,Pulse,1.27,-0.5800000000000001,Heavy,4,Cool & Wet,4,0.1692384430697708,0.0163992869875222,0.85,1.2,0.9,1.0,0.9,0.0135490909090909,Low Stress,0.7341954453163356
Bhadrak,Odisha,2025,Black gram,Kharif,Alluvial,Rainfed,1577.0,30.3,7738.0,1.6789868182993022,12992.0,22.6,175.9,159.7,141.5,95.0,6.83,Pulse,0.69,0.77,Good,3,Cool & Wet,4,0.2185735850585315,0.0192015209125475,0.85,1.2,0.9,1.0,0.9,0.0158642965779467,Low Stress,1.29668515400128
Bhadrak,Odisha,2015,Green gram,Rabi,Alluvial,Canal,928.0,30.8,14377.0,1.1599777422271684,16677.0,23.9,212.0,162.5,216.0,51.2,6.66,Pulse,0.977,0.1829999999999999,Moderate,2,Hot & Dry,1,0.356898044395231,0.0331539289558665,1.0,0.95,1.0,1.0,1.0,0.0314962325080731,Medium Stress,1.0
Bhadrak,Odisha,2016,Green gram,Kharif,Loamy,Rainfed,1800.0,26.9,10900.0,0.791743119266055,8630.0,20.0,206.0,183.6,147.8,86.4,6.62,Pulse,1.16,-0.3799999999999999,Heavy,4,Cool & Wet,4,0.2591288293773728,0.0149361465852304,0.85,1.2,0.9,1.0,0.9,0.0123402443087173,Low Stress,0.8113282333420445
Bhadrak,Odisha,2017,Green gram,Rabi,Alluvial,Canal,1388.0,25.2,8069.0,0.7724625108439708,6233.0,20.0,244.1,140.6,174.4,83.4,6.52,Pulse,0.78,-0.03,Good,3,Balanced,3,0.342057266801571,0.0181425485961123,0.85,0.95,1.0,1.0,1.0,0.0146501079913606,Low Stress,0.8506723725223114
Bhadrak,Odisha,2018,Green gram,Kharif,Loamy,Rainfed,1800.0,29.8,15250.0,0.9091803278688525,13865.0,30.1,267.5,142.6,189.4,95.0,5.42,Pulse,0.75,0.12,Heavy,4,Cool & Wet,4,0.2193595200826201,0.0165463631315935,0.85,1.2,0.9,1.0,0.9,0.0136706052193225,Low Stress,1.1027559102968956
Bhadrak,Odisha,2019,Green gram,Kharif,Loamy,Rainfed,1623.0,27.4,7919.0,1.0281601212274276,8142.0,41.2,328.6,152.9,163.3,95.0,7.02,Pulse,0.87,0.0999999999999999,Heavy,4,Cool & Wet,4,0.3511740599476791,0.016871921182266,0.85,1.2,0.9,1.0,0.9,0.0139395812807881,Low Stress,1.138267397770609
Bhadrak,Odisha,2020,Green gram,Rabi,Loamy,Canal,1194.0,31.1,16002.0,1.236220472440945,19782.0,37.5,305.4,223.6,170.3,87.5,7.08,Pulse,0.97,0.1799999999999999,Moderate,2,Balanced,3,0.4519046451678122,0.0260251046025104,0.85,0.95,1.0,1.0,1.0,0.0210152719665271,Medium Stress,1.1686120131345754
Bhadrak,Odisha,2021,Green gram,Kharif,Alluvial,Rainfed,1543.0,27.8,12028.0,1.2971400066511474,15602.0,32.2,196.1,125.9,111.4,95.0,6.59,Pulse,1.15,0.04,Good,3,Cool & Wet,4,0.1954098795269753,0.0180051813471502,0.85,1.2,0.9,1.0,0.9,0.0148758808290155,Low Stress,1.0926288113016462
Bhadrak,Odisha,2022,Green gram,Kharif,Loamy,Rainfed,1800.0,28.5,6589.0,0.9612991349218394,6334.0,29.2,252.4,181.2,125.7,90.8,5.96,Pulse,1.19,-0.3199999999999999,Heavy,4,Cool & Wet,4,0.2527375659071008,0.0158245419211549,0.85,1.2,0.9,1.0,0.9,0.0130742365352581,Low Stress,0.8252298430441705
Bhadrak,Odisha,2023,Green gram,Kharif,Alluvial,Rainfed,1487.0,30.1,11488.0,1.142409470752089,13124.0,20.0,295.1,165.8,183.5,95.0,5.89,Pulse,0.87,0.15,Good,3,Cool & Wet,4,0.3365084605312392,0.0202284946236559,0.85,1.2,0.9,1.0,1.0,0.0185697580645161,Low Stress,1.007756828644353
Bhadrak,Odisha,2024,Green gram,Kharif,Alluvial,Rainfed,1631.0,26.8,15250.0,1.1463606557377048,17482.0,33.2,258.1,120.6,126.0,95.0,6.57,Pulse,1.02,-0.01,Heavy,4,Cool & Wet,4,0.2530371685815862,0.0164215686274509,0.85,1.2,0.9,1.0,0.9,0.0135674999999999,Low Stress,1.0581565162458677
Bhadrak,Odisha,2025,Green gram,Kharif,Red,Rainfed,1697.0,27.6,9142.0,0.8395318311091665,7675.0,24.6,176.0,106.2,102.5,95.0,5.69,Pulse,1.01,-0.28,Heavy,4,Cool & Wet,4,0.1091525525951913,0.0162544169611307,0.85,1.2,0.9,1.0,0.9,0.0134293992932862,Low Stress,0.8050998680640714
Bhadrak,Odisha,2015,Groundnut,Kharif,Alluvial,Rainfed,1087.0,36.5,17467.0,1.8999828247552528,33187.0,69.8,288.6,161.5,167.4,77.4,6.41,Oilseed,2.045,-0.145,Moderate,2,Balanced,3,0.4059323559357647,0.033547794117647,1.0,1.2,0.9,1.15,1.0,0.0416663602941176,Medium Stress,1.0
Bhadrak,Odisha,2016,Groundnut,Kharif,Alluvial,Rainfed,1800.0,28.3,33470.0,2.2837466387809977,76437.0,76.4,218.1,131.9,174.3,84.6,6.63,Oilseed,1.9,0.3500000000000001,Heavy,4,Cool & Wet,4,0.2985290988320184,0.0157134925041643,0.85,1.2,0.9,1.0,0.9,0.0129824875069405,Low Stress,1.0917276839648644
Bhadrak,Odisha,2017,Groundnut,Kharif,Sandy,Rainfed,1522.0,31.7,20210.0,2.2454230578921326,45380.0,129.3,95.6,116.1,111.9,95.0,5.04,Oilseed,2.25,-0.0699999999999998,Good,3,Cool & Wet,4,0.0415888239228269,0.0208141825344714,0.85,1.2,0.9,1.0,0.9,0.0171966776099803,Low Stress,1.0477693834800765
Bhadrak,Odisha,2018,Groundnut,Kharif,Alluvial,Rainfed,1591.0,24.0,19739.0,1.9750747251633822,38986.0,84.2,164.5,147.0,116.0,95.0,6.67,Oilseed,2.18,-0.2900000000000002,Good,3,Cool & Wet,4,0.2186942656203631,0.0150753768844221,0.85,1.2,0.9,1.0,0.9,0.0124552763819095,Low Stress,0.9109780923357619
Bhadrak,Odisha,2019,Groundnut,Kharif,Sandy,Rainfed,1655.0,27.0,25202.0,2.1624077454170303,54497.0,111.6,81.6,110.7,105.1,95.0,6.21,Oilseed,1.89,0.1500000000000001,Heavy,4,Cool & Wet,4,0.0670235543851194,0.0163043478260869,0.85,1.2,0.9,1.0,0.9,0.013470652173913,Low Stress,1.0163432949639017
Bhadrak,Odisha,2020,Groundnut,Kharif,Loamy,Tube Well,997.0,31.3,22457.0,2.150020038295409,48283.0,96.5,342.1,284.4,219.5,55.4,6.04,Oilseed,2.04,-0.04,Moderate,2,Hot & Dry,1,0.7011799208400855,0.0313627254509018,1.0,0.85,0.9,1.0,1.0,0.0239924849699398,Medium Stress,1.0258540820907713
Bhadrak,Odisha,2021,Groundnut,Kharif,Loamy,Rainfed,1643.0,24.9,24212.0,1.4605980505534446,35364.0,70.4,258.1,204.3,220.7,95.0,6.24,Oilseed,2.0,-0.6599999999999999,Heavy,4,Cool & Wet,4,0.4134158762830654,0.0151459854014598,0.85,1.2,0.9,1.0,0.9,0.0125136131386861,Low Stress,0.7590116998354879
Bhadrak,Odisha,2022,Groundnut,Kharif,Alluvial,Rainfed,1800.0,27.0,36072.0,1.8895542248835662,68160.0,85.4,201.7,155.1,188.4,95.0,5.84,Oilseed,1.34,0.3699999999999999,Heavy,4,Cool & Wet,4,0.2776893536638812,0.0149916712937257,0.85,1.2,0.9,1.0,0.9,0.0123861188228761,Low Stress,1.0306336513308145
Bhadrak,Odisha,2023,Groundnut,Kharif,Sandy,Rainfed,1408.0,27.1,36701.0,2.8112040543854393,103174.0,134.9,114.8,165.8,99.0,89.4,5.19,Oilseed,1.71,0.7999999999999998,Good,3,Cool & Wet,4,0.0792692371173301,0.0192334989354151,0.85,1.2,0.9,1.0,1.0,0.0176563520227111,Low Stress,1.3687914984458216
Bhadrak,Odisha,2024,Groundnut,Kharif,Loamy,Rainfed,1518.0,26.5,27778.0,2.985060119519044,82919.0,107.6,224.8,210.2,205.3,95.0,6.6,Oilseed,2.51,0.1200000000000001,Good,3,Cool & Wet,4,0.3762363354576794,0.0174456879526003,0.85,1.2,0.9,1.0,0.9,0.0144136273864384,Low Stress,1.1651563820411428
Bhadrak,Odisha,2025,Groundnut,Kharif,Alluvial,Rainfed,1542.0,29.9,32420.0,2.380505860579889,77176.0,72.9,259.7,208.7,121.8,89.4,6.47,Oilseed,2.63,-0.56,Good,3,Cool & Wet,4,0.3540653650748936,0.0193778353856124,0.85,1.2,0.9,1.0,0.9,0.016009967595593,Low Stress,0.8733910274621061
Bhadrak,Odisha,2015,Jute,Kharif,Sandy,Canal,1174.0,28.9,6188.0,3.0599547511312215,18935.0,144.3,113.2,86.2,128.0,70.0,5.36,Cash Crop,2.623,0.4369999999999998,Moderate,2,Balanced,3,0.069407686740429,0.024595744680851,1.0,0.95,0.9,1.0,1.0,0.0210293617021276,Medium Stress,1.0
Bhadrak,Odisha,2016,Jute,Kharif,Loamy,Rainfed,1800.0,27.9,6366.0,2.1619541313226516,13763.0,104.8,254.4,173.5,176.6,86.5,6.81,Cash Crop,3.06,-0.9300000000000002,Heavy,4,Cool & Wet,4,0.3583478489010002,0.0154913936701832,0.85,1.2,0.9,1.0,0.9,0.0127989894503053,Low Stress,0.82803211621981
Bhadrak,Odisha,2017,Jute,Kharif,Loamy,Rainfed,1384.0,27.0,2434.0,2.389482333607231,5816.0,136.9,257.1,189.9,250.9,79.2,6.44,Cash Crop,2.13,0.1899999999999999,Good,3,Balanced,3,0.4518430851939564,0.0194945848375451,1.0,1.2,0.9,1.0,1.0,0.0210541516245487,Medium Stress,0.9418050915179951
Bhadrak,Odisha,2018,Jute,Kharif,Alluvial,Rainfed,1800.0,27.5,3401.0,2.779770655689503,9454.0,94.5,184.9,158.2,135.5,95.0,6.11,Cash Crop,2.32,0.3400000000000003,Heavy,4,Cool & Wet,4,0.2590062148321786,0.0152692948362021,0.85,1.2,0.9,1.0,0.9,0.0126154913936701,Low Stress,1.1375087117118514
Bhadrak,Odisha,2019,Jute,Kharif,Sandy,Rainfed,1800.0,30.8,5026.0,2.9468762435336253,14811.0,107.7,96.1,80.0,80.8,95.0,6.43,Cash Crop,2.66,0.1199999999999996,Heavy,4,Cool & Wet,4,0.0467897906706236,0.0171016102165463,0.85,1.2,0.9,1.0,0.9,0.0141293503609106,Low Stress,1.0892666290773023
Bhadrak,Odisha,2020,Jute,Kharif,Loamy,Canal,1218.0,27.2,7657.0,3.2572809194201384,24941.0,140.8,362.9,201.7,258.2,78.0,6.04,Cash Crop,2.78,0.25,Good,3,Balanced,3,0.6277267704968759,0.0223133716160787,1.0,0.95,0.9,1.0,1.0,0.0190779327317473,Low Stress,1.0877027237442942
Bhadrak,Odisha,2021,Jute,Kharif,Loamy,Rainfed,1800.0,31.7,5546.0,2.6813919942300757,14871.0,140.8,259.0,223.4,210.1,95.0,5.81,Cash Crop,3.03,-0.5699999999999998,Heavy,4,Cool & Wet,4,0.3803120422395639,0.0176013325930038,0.85,1.2,0.9,1.0,0.9,0.0145422209883398,Low Stress,0.9053099409378235
Bhadrak,Odisha,2022,Jute,Kharif,Loamy,Rainfed,1800.0,32.5,6474.0,2.895118937287612,18743.0,129.5,295.4,196.6,264.2,95.0,6.28,Cash Crop,2.46,0.1600000000000001,Heavy,4,Cool & Wet,4,0.4724156918414701,0.0180455302609661,0.85,1.2,0.9,1.0,0.9,0.0149092171016102,Low Stress,0.9831969055214684
Bhadrak,Odisha,2023,Jute,Kharif,Alluvial,Rainfed,1693.0,31.3,5201.0,2.3295520092289945,12116.0,107.4,162.0,174.7,177.0,94.9,5.98,Cash Crop,2.62,-0.54,Heavy,4,Cool & Wet,4,0.2488515128558381,0.0184769775678866,0.85,1.2,0.9,1.0,0.9,0.0152656788665879,Low Stress,0.8839615975820886
Bhadrak,Odisha,2024,Jute,Kharif,Alluvial,Canal,1376.0,26.6,2421.0,3.5072284180090874,8491.0,123.7,291.7,214.3,188.9,68.3,6.36,Cash Crop,2.08,1.0099999999999998,Good,3,Balanced,3,0.5138958928878313,0.0193173565722585,1.0,0.95,0.9,1.0,1.0,0.016516339869281,Low Stress,1.2049709707801686
Bhadrak,Odisha,2025,Jute,Kharif,Alluvial,Rainfed,1549.0,29.6,4095.0,2.817582417582418,11538.0,103.2,190.4,146.8,130.3,95.0,6.85,Cash Crop,3.09,-0.6399999999999997,Good,3,Cool & Wet,4,0.2525544463342599,0.0190967741935483,0.85,1.2,0.9,1.0,0.9,0.0157777548387096,Low Stress,0.9767035891967586
Bhadrak,Odisha,2015,Rice,Kharif,Alluvial,Tube Well,964.0,28.9,91454.0,4.019999125243292,367645.0,168.1,344.7,280.2,178.9,63.4,6.98,Cereal,3.0970000000000004,0.9229999999999992,Moderate,2,Normal,2,0.6732670974393352,0.0299481865284974,1.0,0.85,0.9,1.0,1.0,0.0229103626943005,Medium Stress,1.0
